lon,lat,TW67_X,TW67_Y,電力座標
23.607888,120.609551,209326.0,2611859.0,K4923BD2569
23.607791,120.609212,209292.0,2611848.0,K4923AD9428
23.607954,120.608386,209208.0,2611867.0,K4923AD0687
23.607908,120.607795,209147.0,2611862.0,K4823HD4672
23.607652,120.607944,209162.0,2611833.0,K4823HD6323
23.607495,120.607997,209168.0,2611816.0,K4823HD6186
23.60718,120.60805,209173.0,2611781.0,K4823HC7831
23.60719,120.607912,209159.0,2611782.0,K4823HC5892
23.607211,120.607663,209134.0,2611785.0,K4823HC3845
23.606751,120.608157,209184.0,2611733.0,K4823HC8343
23.606655,120.60838,209207.0,2611723.0,K4923AC0273
23.60683,120.608482,209217.0,2611742.0,K4923AC1472
23.606524,120.608543,209223.0,2611708.0,K4923AC2038
23.606482,120.60853,209222.0,2611704.0,K4923AC2024
23.606385,120.607981,209166.0,2611693.0,K4823HB6963
23.606664,120.607921,209160.0,2611724.0,K4823HC6204
23.606596,120.606638,209029.0,2611717.0,K4823GC2197
23.606756,120.606274,208992.0,2611735.0,K4823FC9325
23.607054,120.605123,208874.0,2611768.0,K4823EC7648
23.604743,120.606222,208986.0,2611512.0,K4823FA8162
23.60734,120.576651,205969.0,2611808.0,K4423HD6098
23.607407,120.577118,206016.0,2611815.0,K4523AD1165
23.607485,120.577508,206056.0,2611824.0,K4523AD5264
23.607633,120.57786,206092.0,2611840.0,K4523AD9420
23.607357,120.577798,206086.0,2611809.0,K4523AD8069
23.607063,120.577695,206075.0,2611777.0,K4523AC7757
23.607524,120.576474,205951.0,2611828.0,K4423HD5218
23.608201,120.576584,205962.0,2611903.0,K4423HE6023
23.608478,120.576635,205968.0,2611934.0,K4423HE6384
23.608927,120.576661,205970.0,2611984.0,K4423HE7804
23.609185,120.576883,205993.0,2612012.0,K4424HA9132
23.609487,120.577251,206031.0,2612045.0,K4524AA3415
23.609707,120.578037,206111.0,2612070.0,K4524BA1710
23.609817,120.57845,206153.0,2612082.0,K4524BA5832
23.609997,120.578881,206197.0,2612101.0,K4524BB9071
23.610172,120.579236,206234.0,2612121.0,K4524CB3241
23.610842,120.579726,206284.0,2612195.0,K4524CB8945
23.611164,120.579919,206304.0,2612230.0,K4524DC0340
23.610742,120.579807,206292.0,2612184.0,K4524CB9824
23.610528,120.579658,206277.0,2612160.0,K4524CB7670
23.610377,120.579655,206276.0,2612143.0,K4524CB7463
23.611478,120.58015,206327.0,2612265.0,K4524DC2675
23.611752,120.580323,206345.0,2612295.0,K4524DC4955
23.612024,120.58058,206371.0,2612325.0,K4524DD7215
23.61214,120.580874,206401.0,2612338.0,K4524ED0318
23.612289,120.58121,206436.0,2612355.0,K4524ED3565
23.612039,120.581225,206437.0,2612327.0,K4524ED3277
23.611911,120.581171,206432.0,2612313.0,K4524ED3123
23.611624,120.581356,206450.0,2612281.0,K4524EC5801
23.611451,120.581514,206466.0,2612262.0,K4524EC6662
23.612538,120.581498,206465.0,2612382.0,K4524ED6852
23.612864,120.581582,206474.0,2612418.0,K4524EE7148
23.612917,120.581773,206493.0,2612424.0,K4524EE9234
23.612441,120.581653,206481.0,2612371.0,K4524ED8711
23.612322,120.581897,206506.0,2612358.0,K4524FD0568
23.61258,120.581918,206508.0,2612387.0,K4524FD0887
23.585617,120.602826,208633.0,2609395.0,K4818CD3935
23.612552,120.58246,206563.0,2612383.0,K4524FD6833
23.61283,120.582515,206569.0,2612414.0,K4524FE6194
23.613291,120.582335,206551.0,2612465.0,K4524FE5615
23.613587,120.582249,206542.0,2612498.0,K4524FE4928
23.613837,120.582243,206542.0,2612526.0,K4525FA4226
23.61216,120.582886,206607.0,2612340.0,K4524GD0470
23.612838,120.582766,206595.0,2612415.0,K4524FE9155
23.612968,120.582698,206588.0,2612429.0,K4524FE8289
23.613163,120.58293,206611.0,2612451.0,K4524GE1511
23.613005,120.583432,206663.0,2612433.0,K4524GE6333
23.613115,120.583916,206712.0,2612445.0,K4524HE1425
23.613368,120.583901,206711.0,2612473.0,K4524HE1713
23.613719,120.583829,206703.0,2612512.0,K4525HA0132
23.613134,120.58435,206756.0,2612447.0,K4524HE5467
23.613343,120.584373,206759.0,2612470.0,K4524HE5790
23.612975,120.584881,206810.0,2612429.0,K4624AE1209
23.613276,120.585102,206833.0,2612463.0,K4624AE3633
23.613527,120.585085,206831.0,2612491.0,K4624AE3911
23.613101,120.585959,206921.0,2612443.0,K4624BE2413
23.61292,120.585872,206912.0,2612423.0,K4624BE1223
23.612967,120.586332,206959.0,2612428.0,K4624BE5298
23.584641,120.599897,208334.0,2609287.0,K4718HC3847
23.611984,120.592788,207617.0,2612317.0,K4724AD1177
23.606696,120.608518,209221.0,2611727.0,K4923AC2217
23.606591,120.607971,209165.0,2611716.0,K4823HC6156
23.606429,120.607706,209138.0,2611698.0,K4823HB3988
23.604951,120.607013,209067.0,2611534.0,K4823GA6374
23.604759,120.607001,209065.0,2611513.0,K4823GA6153
23.604611,120.607295,209095.0,2611497.0,K4822GE9957
23.604721,120.607458,209112.0,2611509.0,K4823HA1029
23.604813,120.60757,209123.0,2611519.0,K4823HA2139
23.604979,120.607627,209129.0,2611537.0,K4823HA2397
23.605302,120.607934,209161.0,2611573.0,K4823HA6713
23.605058,120.608615,209230.0,2611546.0,K4923AA3406
23.605257,120.608615,209230.0,2611568.0,K4923AA3608
23.604969,120.608689,209238.0,2611536.0,K4923AA3386
23.604249,120.60929,209299.0,2611456.0,K4922AE9596
23.603917,120.609357,209305.0,2611419.0,K4922BE0159
23.603555,120.609469,209317.0,2611379.0,K4922BD1779
23.603485,120.609883,209359.0,2611371.0,K4922BD5791
23.60377,120.61009,209380.0,2611403.0,K4922BE8003
23.603678,120.610041,209375.0,2611393.0,K4922BD7953
23.604126,120.610125,209384.0,2611442.0,K4922BE8442
23.604252,120.610087,209380.0,2611456.0,K4922BE8506
23.604585,120.610017,209373.0,2611493.0,K4922BE7933
23.604272,120.609596,209330.0,2611459.0,K4922BE3509
23.604363,120.609943,209365.0,2611469.0,K4922BE6659
23.604663,120.609956,209367.0,2611502.0,K4923BA6072
23.605062,120.610132,209385.0,2611546.0,K4923BA8456
23.605058,120.610148,209386.0,2611545.0,K4923BA8465
23.605338,120.610151,209387.0,2611576.0,K4923BA8776
23.605028,120.610414,209414.0,2611542.0,K4923CA1442
23.604713,120.610249,209397.0,2611507.0,K4923BA9077
23.605461,120.609933,209365.0,2611590.0,K4923BA6950
23.605271,120.609813,209352.0,2611569.0,K4923BA5629
23.605195,120.609707,209342.0,2611561.0,K4923BA4621
23.605273,120.609583,209329.0,2611569.0,K4923BA2699
23.604972,120.609764,209347.0,2611536.0,K4923BA4376
23.604883,120.609552,209326.0,2611526.0,K4923BA2266
23.605726,120.609268,209297.0,2611620.0,K4923AB9270
23.605261,120.609405,209311.0,2611568.0,K4923BA1618
23.605621,120.608593,209228.0,2611608.0,K4923AB2088
23.605526,120.6088,209249.0,2611598.0,K4923AA4998
23.605582,120.608425,209211.0,2611604.0,K4923AB1014
23.605435,120.60816,209184.0,2611588.0,K4823HA8848
23.605155,120.607507,209117.0,2611557.0,K4823HA1577
23.604932,120.607354,209101.0,2611532.0,K4823HA0312
23.605479,120.60766,209133.0,2611593.0,K4823HA3933
23.605607,120.607499,209116.0,2611607.0,K4823HB1067
23.605582,120.607302,209096.0,2611604.0,K4823GB9064
23.605338,120.607242,209090.0,2611577.0,K4823GA9707
23.606133,120.607994,209167.0,2611665.0,K4823HB6675
23.606356,120.608578,209227.0,2611690.0,K4923AB2970
23.605984,120.608603,209229.0,2611648.0,K4923AB2498
23.606215,120.609007,209270.0,2611674.0,K4923AB7704
23.606233,120.609243,209294.0,2611676.0,K4923AB9746
23.60633,120.609431,209314.0,2611686.0,K4923BB1846
23.606572,120.609423,209313.0,2611713.0,K4923BC1133
23.606026,120.609672,209338.0,2611653.0,K4923BB3583
23.605915,120.60986,209357.0,2611640.0,K4923BB5470
23.605658,120.610119,209384.0,2611612.0,K4923BB8142
23.605327,120.610451,209417.0,2611575.0,K4923CA1775
23.605166,120.610644,209437.0,2611557.0,K4923CA3577
23.605027,120.610983,209472.0,2611542.0,K4923CA7422
23.60495,120.611228,209497.0,2611533.0,K4923CA9373
23.604095,120.613551,209733.0,2611438.0,K4922FE3338
23.604406,120.613376,209716.0,2611472.0,K4922FE1762
23.604933,120.613337,209712.0,2611531.0,K4923FA1321
23.604854,120.613568,209735.0,2611522.0,K4923FA3252
23.604634,120.614041,209784.0,2611497.0,K4922FE8947
23.604728,120.614253,209805.0,2611508.0,K4923GA0058
23.604384,120.614042,209784.0,2611470.0,K4922FE8740
23.604296,120.614219,209802.0,2611460.0,K4922GE0620
23.604244,120.614483,209829.0,2611454.0,K4922GE2594
23.604335,120.614759,209857.0,2611464.0,K4922GE5674
23.604141,120.615086,209890.0,2611443.0,K4922GE9403
23.598871,120.614133,209791.0,2610859.0,K4921FD9519
23.598612,120.614032,209781.0,2610831.0,K4921FD8311
23.598995,120.613982,209776.0,2610873.0,K4921FD7763
23.599114,120.613772,209755.0,2610886.0,K4921FD5856
23.598878,120.613924,209770.0,2610860.0,K4921FD7600
23.598877,120.61363,209740.0,2610860.0,K4921FD4600
23.598967,120.613238,209700.0,2610870.0,K4921FD0700
23.598703,120.61445,209824.0,2610840.0,K4921GD2440
23.598513,120.614836,209863.0,2610819.0,K4921GD6139
23.597706,120.612497,209624.0,2610731.0,K4921EC2341
23.597549,120.612294,209603.0,2610713.0,K4921EC0133
23.603815,120.589694,207299.0,2611414.0,K4622EE9194
23.60405,120.590115,207342.0,2611440.0,K4622FE4420
23.603987,120.590285,207359.0,2611432.0,K4622FE5392
23.603775,120.59048,207379.0,2611409.0,K4622FE7099
23.603276,120.590193,207349.0,2611354.0,K4622FD4594
23.603109,120.590565,207387.0,2611335.0,K4622FD8375
23.603288,120.590683,207399.0,2611355.0,K4622FD9595
23.603449,120.590805,207412.0,2611373.0,K4622GD1723
23.602888,120.59086,207417.0,2611311.0,K4622GD1171
23.602619,120.590574,207388.0,2611281.0,K4622FC8881
23.6027,120.590671,207398.0,2611290.0,K4622FC9980
23.602661,120.591249,207457.0,2611285.0,K4622GC5875
23.602528,120.591622,207495.0,2611271.0,K4622GC9751
23.602912,120.591812,207515.0,2611313.0,K4622HD1153
23.602471,120.591957,207529.0,2611264.0,K4622HC2694
23.602156,120.591958,207529.0,2611229.0,K4622HC2299
23.601858,120.592147,207548.0,2611196.0,K4622HB4986
23.601948,120.591856,207519.0,2611206.0,K4622HC1096
23.602241,120.592232,207557.0,2611239.0,K4622HC5379
23.610355,120.60964,209336.0,2612132.0,K4924BB3362
23.603155,120.593046,207641.0,2611340.0,K4722AD4410
23.603672,120.593024,207638.0,2611397.0,K4722AD3987
23.603926,120.593222,207659.0,2611425.0,K4722AE5295
23.604058,120.593313,207668.0,2611439.0,K4722AE6389
23.60199,120.593146,207650.0,2611210.0,K4722AC5100
23.601734,120.593,207635.0,2611182.0,K4722AB3852
23.601901,120.593454,207682.0,2611201.0,K4722AC8021
23.601708,120.594012,207739.0,2611179.0,K4722BB3799
23.601585,120.594304,207768.0,2611165.0,K4722BB6685
23.601341,120.59445,207783.0,2611138.0,K4722BB8338
23.601187,120.594569,207795.0,2611121.0,K4722BB9251
23.601189,120.594209,207759.0,2611121.0,K4722BB5291
23.602047,120.594738,207813.0,2611216.0,K4722CC1136
23.602263,120.594543,207793.0,2611240.0,K4722BC9430
23.602279,120.594278,207766.0,2611242.0,K4722BC6462
23.602573,120.59447,207786.0,2611275.0,K4722BC8765
23.60287,120.594513,207790.0,2611308.0,K4722BD9008
23.603077,120.594438,207783.0,2611331.0,K4722BD8331
23.603416,120.594201,207759.0,2611368.0,K4722BD5698
23.603406,120.594043,207742.0,2611367.0,K4722BD4627
23.601935,120.595249,207865.0,2611204.0,K4722CC6054
23.602084,120.595351,207875.0,2611220.0,K4722CC7250
23.600999,120.595791,207920.0,2611100.0,K4722DB2000
23.600905,120.596524,207995.0,2611089.0,K4722DA9859
23.601167,120.596761,208019.0,2611118.0,K4722EB1198
23.599798,120.596393,207981.0,2610967.0,K4721DE8617
23.600159,120.597471,208091.0,2611006.0,K4722EA9016
23.600356,120.597605,208105.0,2611028.0,K4722FA0258
23.600595,120.597791,208124.0,2611055.0,K4722FA2545
23.599422,120.59933,208281.0,2610924.0,K4721GE8214
23.599733,120.599283,208276.0,2610959.0,K4721GE7569
23.599173,120.600319,208382.0,2610896.0,K4721HD8926
23.597175,120.601551,208507.0,2610675.0,K4821BB0775
23.596889,120.602176,208570.0,2610643.0,K4821BB7403
23.598808,120.605344,208894.0,2610855.0,K4821ED9545
23.598725,120.605588,208919.0,2610845.0,K4821FD1495
23.598634,120.605675,208928.0,2610835.0,K4821FD2385
23.59826,120.605972,208958.0,2610794.0,K4821FC5984
23.598044,120.606161,208977.0,2610770.0,K4821FC7770
23.597872,120.606377,208999.0,2610751.0,K4821FC9591
23.597436,120.607236,209087.0,2610702.0,K4821GC8072
23.60587,120.608224,209190.0,2611636.0,K4823HB9306
23.597205,120.607636,209128.0,2610676.0,K4821HB2786
23.597589,120.606789,209041.0,2610719.0,K4821GC4119
23.597748,120.612202,209594.0,2610735.0,K4921DC9345
23.597609,120.612066,209580.0,2610720.0,K4921DC8200
23.597517,120.611865,209559.0,2610710.0,K4921DC5190
23.597174,120.611692,209542.0,2610672.0,K4921DB4722
23.596988,120.611616,209534.0,2610651.0,K4921DB3541
23.596615,120.611775,209550.0,2610610.0,K4921DB5100
23.597483,120.611962,209569.0,2610706.0,K4921DC6096
23.600706,120.594879,207827.0,2611068.0,K4722CA2678
23.600128,120.594735,207812.0,2611004.0,K4722CA1024
23.599027,120.593674,207703.0,2610882.0,K4721BD0832
23.599121,120.593384,207674.0,2610893.0,K4721AD7943
23.604203,120.576995,206003.0,2611460.0,K4522AE0630
23.605069,120.576715,205975.0,2611556.0,K4423HA7556
23.605434,120.577027,206007.0,2611597.0,K4523AA0977
23.605291,120.576842,205988.0,2611581.0,K4423HA8881
23.605136,120.575903,205892.0,2611564.0,K4423GA9624
23.605233,120.576169,205919.0,2611575.0,K4423HA1795
23.605212,120.576443,205947.0,2611572.0,K4423HA4772
23.605159,120.576239,205926.0,2611566.0,K4423HA2666
23.605423,120.574909,205790.0,2611596.0,K4423FA9906
23.605194,120.608206,209188.0,2611561.0,K4823HA8681
23.612091,120.592191,207556.0,2612329.0,K4624HD5269
23.612001,120.592513,207589.0,2612319.0,K4624HD8199
23.611796,120.592559,207594.0,2612297.0,K4624HC9947
23.611674,120.593047,207643.0,2612283.0,K4724AC4833
23.610302,120.598308,208180.0,2612130.0,K4724FB8300
23.609882,120.59835,208184.0,2612083.0,K4724FA8843
23.609764,120.598371,208186.0,2612070.0,K4724FA8760
23.609511,120.598632,208213.0,2612042.0,K4724GA1432
23.609243,120.598378,208187.0,2612012.0,K4724FA8172
23.609043,120.59814,208162.0,2611990.0,K4723FE6920
23.608915,120.59798,208146.0,2611976.0,K4723FE4766
23.608508,120.598094,208157.0,2611931.0,K4723FE5371
23.608238,120.598056,208153.0,2611901.0,K4723FE5031
23.608145,120.598255,208174.0,2611891.0,K4723FD7941
23.612597,120.605329,208897.0,2612382.0,K4824ED9872
23.612682,120.607291,209097.0,2612391.0,K4824GD9971
23.612705,120.607564,209125.0,2612393.0,K4824HD2953
23.61278,120.607978,209167.0,2612401.0,K4824HE6071
23.611271,120.609228,209294.0,2612234.0,K4924AC9344
23.611066,120.609382,209310.0,2612211.0,K4924BC1101
23.611758,120.608674,209238.0,2612288.0,K4924AC3888
23.610694,120.609382,209310.0,2612170.0,K4924BB1700
23.606078,120.608547,209223.0,2611659.0,K4923AB2539
23.60587,120.608224,209190.0,2611636.0,K4823HB9306
23.605867,120.609273,209297.0,2611635.0,K4923AB9375
23.605447,120.609297,209300.0,2611589.0,K4923BA0809
23.605329,120.609059,209275.0,2611576.0,K4923AA7756
23.603468,120.593231,207660.0,2611374.0,K4722AD6704
23.602557,120.591968,207530.0,2611274.0,K4622HC3704
23.604059,120.590608,207392.0,2611440.0,K4622FE9420
23.60021,120.596694,208012.0,2611012.0,K4722EA1122
23.598728,120.596878,208030.0,2610848.0,K4721ED3408
23.599006,120.599873,208336.0,2610878.0,K4721HD3768
23.599511,120.603877,208745.0,2610933.0,K4821DE4353
23.599726,120.603942,208752.0,2610957.0,K4821DE5527
23.597146,120.607739,209138.0,2610670.0,K4821HB3780
23.607809,120.576542,205958.0,2611860.0,K4423HD5680
23.611533,120.609159,209287.0,2612263.0,K4924AC8673
23.605391,120.607747,209142.0,2611583.0,K4823HA4823
23.603359,120.609749,209345.0,2611357.0,K4922BD4557
23.599066,120.593434,207679.0,2610887.0,K4721AD7897
23.602019,120.595232,207863.0,2611213.0,K4722CC6133
23.602744,120.590725,207404.0,2611295.0,K4622GC0945
23.613095,120.582293,206546.0,2612444.0,K4524FE4464
23.613486,120.586565,206982.0,2612486.0,K4624BE8826
23.612481,120.582818,206600.0,2612375.0,K4524GD0705
23.612074,120.606739,209041.0,2612323.0,K4824GD4213
23.613209,120.601041,208460.0,2612451.0,K4824AE6501
23.597567,120.612232,209597.0,2610715.0,K4921DC9175
23.604801,120.614249,209805.0,2611516.0,K4923GA0156
23.597767,120.606571,209019.0,2610739.0,K4821GC1399
23.605835,120.608674,209236.0,2611632.0,K4923AB3362
23.605447,120.607973,209165.0,2611589.0,K4823HA6859
23.612127,120.608558,209226.0,2612329.0,K4924AD2269
23.60595,120.607434,209110.0,2611645.0,K4823HB1405
23.607302,120.576304,205933.0,2611804.0,K4423HD3034
23.605442,120.577416,206046.0,2611597.0,K4523AA4967
23.60449,120.576788,205982.0,2611492.0,K4422HE8922
23.598212,120.629985,211409.0,2610782.0,K5121GC0892
23.597728,120.629967,211407.0,2610728.0,K5121GC0278
23.597354,120.629787,211388.0,2610687.0,K5121FB8887
23.597252,120.629542,211363.0,2610676.0,K5121FB6736
23.602161,120.634444,211865.0,2611218.0,K5222CC6158
23.604223,120.632105,211627.0,2611447.0,K5222AE2477
23.604472,120.632559,211673.0,2611474.0,K5222AE7734
23.60797,120.631354,211551.0,2611862.0,K5123HD5612
23.607863,120.631105,211526.0,2611850.0,K5123HD2560
23.607729,120.631267,211542.0,2611836.0,K5123HD4326
23.607779,120.631635,211580.0,2611841.0,K5123HD8401
23.60817,120.631864,211604.0,2611884.0,K5223AD0844
23.608475,120.631944,211612.0,2611918.0,K5223AE1128
23.608732,120.63209,211627.0,2611946.0,K5223AE2476
23.60851,120.632449,211663.0,2611922.0,K5223AE6232
23.611002,120.633454,211767.0,2612197.0,K5224BB6977
23.611002,120.633454,211767.0,2612197.0,K5224BB6977
23.610928,120.63338,211759.0,2612189.0,K5224BB5899
23.610763,120.633258,211747.0,2612171.0,K5224BB4771
23.612585,120.632458,211665.0,2612373.0,K5224AD6753
23.613015,120.632915,211712.0,2612420.0,K5224BE1220
23.612977,120.63328,211749.0,2612416.0,K5224BE4196
23.612873,120.634375,211861.0,2612404.0,K5224CE6014
23.612329,120.634203,211843.0,2612344.0,K5224CD4434
23.612305,120.634508,211874.0,2612341.0,K5224CD7441
23.612241,120.634939,211918.0,2612334.0,K5224DD1384
23.611986,120.635141,211939.0,2612306.0,K5224DD3096
23.607589,120.630836,211498.0,2611820.0,K5123GD9280
23.607279,120.630687,211483.0,2611786.0,K5123GC8836
23.606065,120.63033,211446.0,2611651.0,K5123GB4561
23.606008,120.630272,211440.0,2611645.0,K5123GB4405
23.605957,120.630009,211414.0,2611640.0,K5123GB1440
23.606104,120.630685,211483.0,2611656.0,K5123GB8536
23.606104,120.630685,211483.0,2611656.0,K5123GB8536
23.60618,120.63094,211509.0,2611664.0,K5123HB0694
23.60664,120.631864,211603.0,2611715.0,K5223AC0135
23.606566,120.632257,211643.0,2611706.0,K5223AC4036
23.606551,120.632665,211685.0,2611705.0,K5223AC8055
23.606338,120.633015,211720.0,2611681.0,K5223BB2801
23.606261,120.633488,211769.0,2611672.0,K5223BB6792
23.606594,120.633836,211804.0,2611709.0,K5223CC0049
23.606847,120.634933,211916.0,2611737.0,K5223DC1367
23.606983,120.635198,211943.0,2611752.0,K5223DC4532
23.607068,120.635542,211979.0,2611761.0,K5223DC7691
23.60716,120.636173,212043.0,2611771.0,K5223EC4731
23.606743,120.636575,212084.0,2611725.0,K5223EC8245
23.606365,120.636301,212056.0,2611683.0,K5223EB5863
23.606114,120.636203,212046.0,2611655.0,K5223EB4565
23.606598,120.636768,212104.0,2611709.0,K5223FC0049
23.606262,120.636625,212089.0,2611672.0,K5223EB8792
23.6059,120.636711,212098.0,2611632.0,K5223EB9382
23.605567,120.636779,212104.0,2611595.0,K5223FA0945
23.605042,120.636758,212102.0,2611537.0,K5223FA0327
23.604531,120.637237,212151.0,2611480.0,K5222FE5810
23.604456,120.637729,212201.0,2611471.0,K5222GE0711
23.604389,120.638125,212241.0,2611464.0,K5222GE4614
23.604069,120.638321,212261.0,2611428.0,K5222GE6218
23.603843,120.638701,212300.0,2611403.0,K5222HE0003
23.603683,120.63908,212339.0,2611385.0,K5222HD3895
23.603546,120.639485,212380.0,2611370.0,K5222HD8700
23.6033,120.639875,212420.0,2611343.0,K5322AD2403
23.603309,120.64028,212461.0,2611344.0,K5322AD6414
23.603642,120.639971,212430.0,2611381.0,K5322AD3801
23.603895,120.639638,212396.0,2611409.0,K5222HE9069
23.605362,120.638691,212299.0,2611571.0,K5223GA9791
23.605955,120.639059,212337.0,2611637.0,K5223HB3377
23.605496,120.639005,212331.0,2611586.0,K5223HA3816
23.606528,120.639374,212369.0,2611700.0,K5223HC6090
23.607197,120.639074,212339.0,2611775.0,K5223HC3795
23.607401,120.639426,212375.0,2611797.0,K5223HC7957
23.60729,120.639629,212396.0,2611785.0,K5223HC9865
23.6073,120.639936,212427.0,2611786.0,K5323AC2876
23.607074,120.640018,212435.0,2611761.0,K5323AC3651
23.606797,120.640355,212470.0,2611730.0,K5323AC7300
23.606737,120.640377,212472.0,2611723.0,K5323AC7223
23.607696,120.639397,212372.0,2611830.0,K5223HD7320
23.607928,120.639736,212407.0,2611855.0,K5323AD0575
23.608516,120.64009,212443.0,2611920.0,K5323AE4230
23.60883,120.640229,212457.0,2611955.0,K5323AE5575
23.609272,120.640085,212443.0,2612004.0,K5324AA4034
23.60959,120.63963,212396.0,2612039.0,K5224HA9369
23.609804,120.638996,212332.0,2612063.0,K5224HA3623
23.609788,120.638842,212316.0,2612062.0,K5224HA1662
23.609543,120.638398,212271.0,2612035.0,K5224GA7315
23.609983,120.639454,212379.0,2612083.0,K5224HA7893
23.610019,120.639925,212427.0,2612087.0,K5324AA2877
23.609961,120.640232,212458.0,2612080.0,K5324AA5880
23.609919,120.640552,212491.0,2612076.0,K5324AA9716
23.60994,120.641079,212544.0,2612078.0,K5324BA4748
23.610143,120.641544,212592.0,2612100.0,K5324BB9020
23.610209,120.642008,212639.0,2612107.0,K5324CB3097
23.610294,120.642436,212683.0,2612117.0,K5324CB8137
23.610455,120.642867,212727.0,2612134.0,K5324DB2374
23.610691,120.643278,212769.0,2612160.0,K5324DB6690
23.6109,120.643659,212808.0,2612183.0,K5324EB0883
23.611059,120.644044,212847.0,2612201.0,K5324EC4071
23.611325,120.644448,212889.0,2612230.0,K5324EC8390
23.611504,120.644855,212930.0,2612250.0,K5324FC3500
23.61174,120.64522,212967.0,2612276.0,K5324FC6776
23.611664,120.645571,213003.0,2612268.0,K5324GC0638
23.611062,120.645107,212956.0,2612201.0,K5324FC5061
23.610814,120.644771,212921.0,2612174.0,K5324FB2714
23.61054,120.644387,212882.0,2612143.0,K5324EB8423
23.610297,120.643993,212842.0,2612117.0,K5324EB4127
23.610053,120.643587,212800.0,2612090.0,K5324EA0900
23.609843,120.64328,212769.0,2612067.0,K5324DA6697
23.609533,120.642836,212724.0,2612032.0,K5324DA2342
23.609292,120.642418,212681.0,2612006.0,K5324CA8016
23.608951,120.642158,212654.0,2611968.0,K5323CE5648
23.608217,120.641853,212623.0,2611887.0,K5323CD2837
23.608395,120.641645,212602.0,2611907.0,K5323CE0027
23.608261,120.641713,212609.0,2611892.0,K5323CD0992
23.608002,120.641797,212617.0,2611863.0,K5323CD1673
23.607619,120.64248,212687.0,2611820.0,K5323CD8270
23.607365,120.642677,212707.0,2611792.0,K5323DC0972
23.607209,120.642889,212728.0,2611775.0,K5323DC2785
23.607054,120.643055,212745.0,2611758.0,K5323DC4558
23.606869,120.643307,212771.0,2611737.0,K5323DC7317
23.60679,120.643856,212827.0,2611728.0,K5323EC2278
23.607037,120.643913,212833.0,2611756.0,K5323EC3536
23.60725,120.643964,212838.0,2611779.0,K5323EC3789
23.607462,120.643946,212836.0,2611803.0,K5323ED3063
23.607808,120.64401,212843.0,2611841.0,K5323ED4431
23.60809,120.643865,212828.0,2611872.0,K5323ED2782
23.607949,120.643514,212792.0,2611857.0,K5323DD9527
23.608047,120.643348,212775.0,2611868.0,K5323DD7658
23.608315,120.643153,212756.0,2611897.0,K5323DD5967
23.607956,120.642694,212709.0,2611858.0,K5323DD0598
23.608341,120.643528,212794.0,2611900.0,K5323DE9040
23.608548,120.643278,212768.0,2611923.0,K5323DE6283
23.608246,120.643956,212838.0,2611889.0,K5323ED3889
23.60828,120.644051,212847.0,2611893.0,K5323ED4973
23.607214,120.644386,212881.0,2611775.0,K5323EC8715
23.607162,120.644987,212942.0,2611769.0,K5323FC4629
23.607588,120.644823,212926.0,2611816.0,K5323FD2166
23.607888,120.644871,212931.0,2611850.0,K5323FD3510
23.608272,120.644995,212944.0,2611892.0,K5323FD4942
23.608272,120.644995,212944.0,2611892.0,K5323FD4942
23.608258,120.644857,212929.0,2611891.0,K5323FD2991
23.608258,120.644857,212929.0,2611891.0,K5323FD2991
23.607385,120.644876,212931.0,2611794.0,K5323FC3914
23.610245,120.638414,212273.0,2612112.0,K5224GB7132
23.61046,120.639034,212336.0,2612136.0,K5224HB3366
23.610499,120.639241,212357.0,2612140.0,K5224HB5470
23.610499,120.639241,212357.0,2612140.0,K5224HB5470
23.611377,120.640296,212465.0,2612237.0,K5324AC6357
23.611625,120.640729,212509.0,2612265.0,K5324BC0695
23.611951,120.641112,212548.0,2612301.0,K5324BD4081
23.612239,120.641461,212584.0,2612332.0,K5324BD8342
23.612551,120.641901,212629.0,2612367.0,K5324CD2697
23.612685,120.642401,212680.0,2612381.0,K5324CD8801
23.612918,120.642743,212715.0,2612407.0,K5324DE1057
23.613544,120.644065,212850.0,2612476.0,K5324EE5706
23.613728,120.644339,212878.0,2612496.0,K5324EE7986
23.614301,120.644961,212942.0,2612560.0,K5325FA4620
23.614777,120.645172,212963.0,2612612.0,K5325FB6132
23.615206,120.645403,212987.0,2612660.0,K5325FB8670
23.615545,120.645644,213012.0,2612697.0,K5325GB1927
23.616308,120.644814,212927.0,2612782.0,K5325FC2872
23.616364,120.644617,212907.0,2612788.0,K5325FC0878
23.616924,120.64408,212853.0,2612850.0,K5325ED5530
23.617056,120.643726,212816.0,2612865.0,K5325ED1665
23.617116,120.643367,212780.0,2612872.0,K5325DD8702
23.617261,120.642859,212728.0,2612888.0,K5325DD2888
23.616671,120.642478,212689.0,2612823.0,K5325CD8293
23.616548,120.642662,212708.0,2612809.0,K5325DD0089
23.616319,120.643063,212749.0,2612784.0,K5325DC4894
23.617605,120.643709,212815.0,2612926.0,K5325EE1256
23.617973,120.642951,212738.0,2612967.0,K5325DE3687
23.618637,120.642656,212708.0,2613041.0,K5326DA0481
23.618881,120.642959,212739.0,2613067.0,K5326DA3697
23.618998,120.643242,212768.0,2613080.0,K5326DA6880
23.618984,120.643405,212784.0,2613079.0,K5326DA8749
23.619169,120.643465,212790.0,2613099.0,K5326DA9909
